MOIS;THEMATIQUES;TF1;France 2;France 3;Canal +;Arte;M6;Totaux
april-19;Catastrophes;9;7;13;0;2;14;45
april-19;Culture-loisirs;51;47;29;0;26;69;222
april-19;Economie;84;76;62;0;5;36;263
april-19;Education;15;16;5;0;1;13;50
april-19;Environnement;20;30;19;0;11;17;97
april-19;Faits divers;90;111;46;0;8;88;343
april-19;Histoire-hommages;12;11;14;0;12;15;64
april-19;International;38;77;51;0;169;73;408
april-19;Justice;13;21;29;0;9;33;105
april-19;Politique France;58;68;46;0;10;45;227
april-19;Santé;17;15;18;0;10;20;80
april-19;Sciences et techniques;17;12;4;0;13;10;56
april-19;Société;135;108;95;0;33;106;477
april-19;Sport;10;16;12;0;1;21;60
may-19;Catastrophes;12;9;10;0;1;9;41
may-19;Culture-loisirs;22;21;33;0;25;54;155
may-19;Economie;88;73;48;0;13;28;250
may-19;Education;9;5;4;0;3;5;26
may-19;Environnement;21;19;23;0;13;15;91
may-19;Faits divers;16;20;25;0;1;25;87
may-19;Histoire-hommages;6;7;10;0;11;3;37
may-19;International;78;82;71;0;156;104;491
may-19;Justice;21;22;28;0;9;31;111
may-19;Politique France;33;40;39;0;6;36;154
may-19;Santé;11;15;10;0;2;13;51
may-19;Sciences et techniques;19;7;9;0;3;10;48
may-19;Société;70;80;54;0;21;72;297
may-19;Sport;9;11;6;0;0;30;56
june-19;Catastrophes;50;57;27;0;1;41;176
june-19;Culture-loisirs;19;22;21;0;23;39;124
june-19;Economie;50;55;40;0;18;34;197
june-19;Education;15;16;4;0;3;12;50
june-19;Environnement;56;52;32;0;19;27;186
june-19;Faits divers;23;21;28;0;8;33;113
june-19;Histoire-hommages;26;18;24;0;10;24;102
june-19;International;18;40;17;0;114;38;227
june-19;Justice;14;21;19;0;10;20;84
june-19;Politique France;33;28;30;0;5;21;117
june-19;Santé;25;19;21;0;13;31;109
june-19;Sciences et techniques;10;11;3;0;10;6;40
june-19;Société;77;84;64;0;19;59;303
june-19;Sport;52;23;22;0;3;31;131
july-19;Catastrophes;61;54;52;0;3;58;228
july-19;Culture-loisirs;25;26;27;0;34;50;162
july-19;Economie;97;81;49;0;12;30;269
july-19;Education;19;11;14;0;1;18;63
july-19;Environnement;85;66;51;0;22;48;272
july-19;Faits divers;21;18;27;0;0;32;98
july-19;Histoire-hommages;5;4;3;0;7;5;24
july-19;International;22;59;29;0;151;39;300
july-19;Justice;13;17;14;0;10;27;81
july-19;Politique France;43;64;56;0;9;44;216
july-19;Santé;25;15;14;0;7;19;80
july-19;Sciences et techniques;28;19;6;0;12;17;82
july-19;Société;101;94;79;0;33;74;381
july-19;Sport;23;39;45;0;5;35;147
august-19;Catastrophes;57;55;47;0;13;54;226
august-19;Culture-loisirs;21;19;22;0;22;39;123
august-19;Economie;65;63;44;0;6;18;196
august-19;Education;13;6;6;0;0;11;36
august-19;Environnement;52;35;29;0;19;22;157
august-19;Faits divers;34;30;36;0;2;42;144
august-19;Histoire-hommages;8;13;19;0;8;12;60
august-19;International;32;84;57;0;141;59;373
august-19;Justice;7;11;16;0;13;19;66
august-19;Politique France;21;37;29;0;3;27;117
august-19;Santé;14;16;6;0;4;13;53
august-19;Sciences et techniques;18;13;6;0;6;9;52
august-19;Société;89;76;49;0;14;73;301
august-19;Sport;5;12;10;0;1;16;44
september-19;Catastrophes;46;40;38;0;10;34;168
september-19;Culture-loisirs;25;17;24;0;19;39;124
september-19;Economie;64;74;37;0;5;33;213
september-19;Education;9;9;8;0;2;14;42
september-19;Environnement;34;41;32;0;20;23;150
september-19;Faits divers;21;19;20;0;3;26;89
september-19;Histoire-hommages;28;38;28;0;10;31;135
september-19;International;20;39;22;0;125;31;237
september-19;Justice;15;16;23;0;7;27;88
september-19;Politique France;25;39;33;0;6;29;132
september-19;Santé;13;23;13;0;4;14;67
september-19;Sciences et techniques;13;6;4;0;12;8;43
september-19;Société;91;95;76;0;20;80;362
september-19;Sport;20;17;7;0;0;29;73
october-19;Catastrophes;85;72;76;0;11;57;301
october-19;Culture-loisirs;26;27;25;0;21;65;164
october-19;Economie;57;76;36;0;15;46;230
october-19;Education;5;3;4;0;0;8;20
october-19;Environnement;25;33;20;0;15;16;109
october-19;Faits divers;24;28;30;0;5;35;122
october-19;Histoire-hommages;27;18;20;0;11;21;97
october-19;International;61;97;52;0;181;78;469
october-19;Justice;19;20;19;0;9;28;95
october-19;Politique France;42;49;53;0;8;34;186
october-19;Santé;19;11;13;0;5;16;64
october-19;Sciences et techniques;16;8;5;0;12;7;48
october-19;Société;99;104;76;0;28;74;381
october-19;Sport;17;12;11;0;1;34;75
november-19;Catastrophes;71;62;67;0;5;43;248
november-19;Culture-loisirs;18;14;15;0;21;42;110
november-19;Economie;64;47;29;0;14;37;191
november-19;Education;4;10;3;0;0;7;24
november-19;Environnement;27;31;14;0;8;16;96
november-19;Faits divers;16;14;24;0;7;28;89
november-19;Histoire-hommages;8;16;14;0;12;8;58
november-19;International;31;50;33;0;110;44;268
november-19;Justice;12;17;9;0;6;29;73
november-19;Politique France;17;39;41;0;8;17;122
november-19;Santé;13;18;12;0;6;8;57
november-19;Sciences et techniques;9;10;0;0;5;6;30
november-19;Société;96;99;83;0;35;85;398
november-19;Sport;7;9;8;0;3;31;58
december-19;Catastrophes;45;41;49;0;11;53;199
december-19;Culture-loisirs;17;16;16;0;17;43;109
december-19;Economie;46;45;25;0;15;32;163
december-19;Education;7;7;3;0;1;5;23
december-19;Environnement;27;22;20;0;15;17;101
december-19;Faits divers;8;8;11;0;6;19;52
december-19;Histoire-hommages;7;12;4;0;5;4;32
december-19;International;16;38;23;0;111;36;224
december-19;Justice;9;12;13;0;4;16;54
december-19;Politique France;10;18;16;0;4;19;67
december-19;Santé;4;3;9;0;5;5;26
december-19;Sciences et techniques;10;3;7;0;10;7;37
december-19;Société;221;236;166;0;38;177;838
december-19;Sport;2;2;7;0;1;10;22
january-20;Catastrophes;46;43;30;0;16;36;171
january-20;Culture-loisirs;15;22;14;0;16;39;106
january-20;Economie;60;53;36;0;7;33;189
january-20;Education;5;6;3;0;0;6;20
january-20;Environnement;18;20;7;0;14;11;70
january-20;Faits divers;19;14;19;0;2;24;78
january-20;Histoire-hommages;10;9;10;0;9;11;49
january-20;International;23;40;21;0;120;36;240
january-20;Justice;9;20;21;0;8;21;79
january-20;Politique France;23;35;34;0;4;18;114
january-20;Santé;47;57;44;0;19;37;204
january-20;Sciences et techniques;13;8;4;0;7;10;42
january-20;Société;128;149;102;0;27;117;523
january-20;Sport;4;7;9;0;1;11;32
february-20;Catastrophes;19;24;30;0;2;25;100
february-20;Culture-loisirs;13;20;18;0;21;46;118
february-20;Economie;66;60;38;0;8;47;219
february-20;Education;3;6;1;0;0;2;12
february-20;Environnement;39;27;19;0;11;21;117
february-20;Faits divers;13;8;6;0;2;24;53
february-20;Histoire-hommages;10;8;8;0;7;11;44
february-20;International;21;37;13;0;107;20;198
february-20;Justice;10;17;12;0;9;20;68
february-20;Politique France;29;43;44;0;9;29;154
february-20;Santé;98;123;108;0;23;104;456
february-20;Sciences et techniques;15;11;16;0;6;9;57
february-20;Société;73;73;36;0;24;49;255
february-20;Sport;14;25;17;0;2;24;82
march-20;Catastrophes;9;10;3;0;2;7;31
march-20;Culture-loisirs;6;6;8;0;15;21;56
march-20;Economie;44;57;24;0;15;32;172
march-20;Education;2;4;1;0;1;3;11
march-20;Environnement;7;7;6;0;4;8;32
march-20;Faits divers;0;5;0;0;2;7;14
march-20;Histoire-hommages;3;5;4;0;7;7;26
march-20;International;9;14;5;0;62;14;104
march-20;Justice;5;7;11;0;7;9;39
march-20;Politique France;15;19;23;0;8;14;79
march-20;Santé;569;511;373;0;107;464;2024
march-20;Sciences et techniques;4;5;0;0;4;3;16
march-20;Société;24;26;17;0;14;23;104
march-20;Sport;3;3;2;0;1;10;19
april-20;Catastrophes;0;3;3;0;2;6;14
april-20;Culture-loisirs;3;6;5;0;3;8;25
april-20;Economie;97;98;55;0;29;38;317
april-20;Education;35;26;16;0;2;16;95
april-20;Environnement;0;3;3;0;2;0;8
april-20;Faits divers;4;2;1;0;1;3;11
april-20;Histoire-hommages;4;3;3;0;3;1;14
april-20;International;0;4;0;0;19;5;28
april-20;Justice;2;1;1;0;1;1;6
april-20;Politique France;4;9;3;0;1;6;23
april-20;Santé;557;475;256;0;127;361;1776
april-20;Sciences et techniques;0;0;1;0;0;2;3
april-20;Société;26;30;21;0;6;19;102
april-20;Sport;0;0;1;0;0;0;1
may-20;Catastrophes;11;5;4;0;2;12;34
may-20;Culture-loisirs;24;20;19;0;12;36;111
may-20;Economie;124;119;65;0;24;78;410
may-20;Education;43;20;11;0;3;29;106
may-20;Environnement;9;10;5;0;1;5;30
may-20;Faits divers;3;3;2;0;0;4;12
may-20;Histoire-hommages;9;10;13;0;10;9;51
may-20;International;5;15;2;0;35;5;62
may-20;Justice;2;5;5;0;8;4;24
may-20;Politique France;15;14;13;0;5;15;62
may-20;Santé;395;372;188;0;101;281;1337
may-20;Sciences et techniques;9;4;2;0;1;5;21
may-20;Société;56;47;30;0;13;32;178
may-20;Sport;3;4;2;0;0;3;12
june-20;Catastrophes;21;15;18;0;1;9;64
june-20;Culture-loisirs;26;31;29;0;19;63;168
june-20;Economie;172;128;79;0;31;57;467
june-20;Education;22;19;9;0;2;14;66
june-20;Environnement;36;28;15;0;8;24;111
june-20;Faits divers;21;23;19;0;3;26;92
june-20;Histoire-hommages;8;6;9;0;8;13;44
june-20;International;12;26;6;0;75;16;135
june-20;Justice;16;20;21;0;11;28;96
june-20;Politique France;76;84;68;0;8;105;341
june-20;Santé;162;161;90;0;59;127;599
june-20;Sciences et techniques;15;16;8;0;7;11;57
june-20;Société;114;90;63;0;53;98;418
june-20;Sport;3;3;2;0;0;10;18
july-20;Catastrophes;13;12;9;0;3;20;57
july-20;Culture-loisirs;26;36;23;0;19;41;145
july-20;Economie;83;77;64;0;24;29;277
july-20;Education;5;4;0;0;1;5;15
july-20;Environnement;33;26;21;0;6;11;97
july-20;Faits divers;32;22;29;0;4;45;132
july-20;Histoire-hommages;6;8;7;0;6;7;34
july-20;International;3;21;4;0;72;17;117
july-20;Justice;5;8;4;0;11;13;41
july-20;Politique France;59;59;46;0;9;32;205
july-20;Santé;160;127;72;0;36;87;482
july-20;Sciences et techniques;6;9;4;0;7;12;38
july-20;Société;89;42;44;0;24;48;247
july-20;Sport;5;9;6;0;0;24;44
august-20;Catastrophes;63;78;58;0;21;59;279
august-20;Culture-loisirs;24;28;21;0;16;44;133
august-20;Economie;63;54;36;0;14;27;194
august-20;Education;11;11;8;0;3;12;45
august-20;Environnement;59;37;33;0;16;24;169
august-20;Faits divers;12;10;13;0;1;14;50
august-20;Histoire-hommages;2;4;0;0;7;4;17
august-20;International;26;58;32;0;93;36;245
august-20;Justice;6;7;8;0;4;5;30
august-20;Politique France;12;19;11;0;3;5;50
august-20;Santé;190;95;78;0;18;87;468
august-20;Sciences et techniques;11;5;2;0;8;9;35
august-20;Société;53;60;36;0;24;50;223
august-20;Sport;23;30;29;0;1;26;109
september-20;Catastrophes;47;34;40;0;7;45;173
september-20;Culture-loisirs;21;24;22;0;25;49;141
september-20;Economie;86;99;58;0;7;43;293
september-20;Education;36;25;20;0;0;23;104
september-20;Environnement;36;35;14;0;14;13;112
september-20;Faits divers;28;13;15;0;4;27;87
september-20;Histoire-hommages;14;21;13;0;4;11;63
september-20;International;30;47;17;0;128;42;264
september-20;Justice;12;28;15;0;11;22;88
september-20;Politique France;33;39;42;0;11;35;160
september-20;Santé;230;162;121;0;38;113;664
september-20;Sciences et techniques;8;4;6;0;8;8;34
september-20;Société;73;56;38;0;26;57;250
september-20;Sport;13;24;33;0;1;30;101
